"V1","nationalGridBmUnit","elexonBmUnit","eic","fuelType","leadPartyName","bmUnitType","fpnFlag","bmUnitName","leadPartyId","demandCapacity","generationCapacity","productionOrConsumptionFlag","transmissionLossFactor","workingDayCreditAssessmentImportCapability","nonWorkingDayCreditAssessmentImportCapability","workingDayCreditAssessmentExportCapability","nonWorkingDayCreditAssessmentExportCapability","creditQualifyingStatus","demandInProductionFlag","gspGroupId","gspGroupName","interconnectorId","capacity_alt","diff_cap","capacity"
31,"BRDUW-1","E_BRDUW-1","48W00000BRDUW-1V","WIND","Erova Energy Limited","E",TRUE,"Braes of Doune","EROVAIRL",-1,74,"C",-0.030134,-0.4,-0.4,29.6,29.6,TRUE,FALSE,"_P","North Scotland",NA,72,2,74
32,"BROCW-1","T_BROCW-1",NA,"WIND","Smartestenergy Limited","T",TRUE,"Broken Cross WF","SMARTEST",-1,48,"C",-0.0088069,-0.4,-0.4,19.2,19.2,TRUE,FALSE,NA,NA,NA,40,8,40
33,"BRYBW-1","E_BRYBW-1","48W00000BRYBW-10","WIND","Statkraft Markets Gmbh","E",TRUE,"Berry Burn Wind Farm","STATKRA1",0,62.708,"P",-0.030134,0,0,25.083,25.083,TRUE,FALSE,"_P","North Scotland",NA,88,25.292,88
34,"BTUIW-2","E_BTUIW-2","48W00000BTUIW-2A","WIND","SP Renewables (UK) Limited","E",TRUE,"Beinn An Tuirc 2","SPCRE01",-2.33,43.7,"P",-0.030134,-0.932,-0.932,17.48,17.48,TRUE,FALSE,"_P","North Scotland",NA,43.7,0,43.7
35,"BTUIW-3","E_BTUIW-3",NA,"WIND","SP Renewables (UK) Limited","E",TRUE,"Beinn an Tuirc III Windfarm","SPCRE01",-1,52,"P",-0.030134,-0.4,-0.4,20.8,20.8,TRUE,FALSE,"_P","North Scotland",NA,50,2,52
36,"BURBW-1","E_BURBO","48W00000BURBW-1L","WIND","Orsted Burbo (UK) Limited","E",TRUE,"Burbo Offshore Wind","DONG001",-2,90,"P",0.0013166,-0.8,-0.8,36,36,TRUE,FALSE,"_D","Merseyside North Wales",NA,88,2,90
37,"CAIRW-2","2__PSTAT001","48W00000CAIRW-2E","WIND","Statkraft Markets Gmbh","S",TRUE,"STAT P2 North Scotland","STATKRA1",0,44.942,"C",-0.030134,0,0,8.539,8.539,TRUE,FALSE,"_P","North Scotland",NA,44,0.942,44.942
38,"CAUSW-1","2__PSMAE001","48W00000CAUSW-1D","WIND","Smartestenergy Limited","S",TRUE,"2__PSMAE001","SMARTEST",0,0,"C",-0.030134,0,0,0,0,FALSE,FALSE,"_P","North Scotland",NA,48.3,48.3,48.3
39,"CGTHW-1","T_CGTHW-1","48W00000CGTHW-1W","WIND","Corriegarth Wind Energy LTD","T",TRUE,"Corriegarth WF","CRGTHW",-0.432,69,"P",-0.030134,-0.173,-0.173,27.6,27.6,TRUE,FALSE,NA,NA,NA,69,0,69
40,"CLDCW-1","T_CLDCW-1","48W00000CLDCW-17","WIND","Clyde Windfarm (Scotland) Ltd","T",TRUE,"Clyde Central","CWSL",-5,200,"P",-0.0088069,-2,-2,80,80,TRUE,FALSE,NA,NA,NA,196,4,200
41,"CLDNW-1","T_CLDNW-1","48W00000CLDNW-1Q","WIND","Clyde Windfarm (Scotland) Ltd","T",TRUE,"Clyde North","CWSL",-5,200,"P",-0.0088069,-2,-2,80,80,TRUE,FALSE,NA,NA,NA,198,2,200
42,"CLDRW-1","E_CLDRW-1","48W00000CLDRW-16","WIND","Vattenfall Energy Trading","E",TRUE,"CLDRW-1","VTS",0,38,"C",-0.030134,0,0,15.2,15.2,TRUE,FALSE,"_P","North Scotland",NA,37,1,38
43,"CLDSW-1","T_CLDSW-1","48W00000CLDSW-11","WIND","Clyde Windfarm (Scotland) Ltd","T",TRUE,"Clyde South","CWSL",-5,150,"P",-0.0088069,-2,-2,60,60,TRUE,FALSE,NA,NA,NA,126,24,126
44,"CLFLW-1","E_CLFLW-1","48W00000CLFLW-1O","WIND","SP Renewables (UK) Limited","E",TRUE,"Clachan Flats","SPCRE01",-2,15,"P",-0.030134,-0.8,-0.8,6,6,TRUE,FALSE,"_P","North Scotland",NA,8,7,8
45,"CMSTW-1","2__PEDGE003",NA,"WIND","Edgware Energy Limited","S",TRUE,"2__PEDGE003","EDGWARE",0,50,"C",-0.030134,0,0,16.535,16.535,FALSE,FALSE,"_P","North Scotland",NA,50,0,50
46,"CNCLW-1","E_CNCLW-1",NA,"WIND","Statkraft Markets Gmbh","E",TRUE,"Coire Na Cloiche WF","STATKRA1",0,30.52,"P",-0.030134,0,0,12.208,12.208,TRUE,FALSE,"_P","North Scotland",NA,30,0.52,30.52
47,"COUWW-1","T_COUWW-1","48W00000COUWW-16","WIND","Cour Wind farm (Scotland) Ltd","T",TRUE,"Cour Wind Farm","CWF2016",-1,20.5,"P",-0.030134,-0.4,-0.4,8.2,8.2,TRUE,FALSE,NA,NA,NA,20.5,0,20.5
48,"CRDEW-1","T_CRDEW-1",NA,"WIND","EDF Energy Customers Limited","T",TRUE,"Crossdykes WF-1","LENCO",0,24,"C",-0.0088069,0,0,9.6,9.6,TRUE,FALSE,NA,NA,NA,23,1,24
49,"CRDEW-2","T_CRDEW-2",NA,"WIND","EDF Energy Customers Limited","T",TRUE,"Crossdykes WF-2","LENCO",-2,24,"C",-0.0088069,-0.8,-0.8,9.6,9.6,TRUE,FALSE,NA,NA,NA,23,1,24
50,"CREAW-1","T_CREAW-1",NA,"WIND","Creag Riabhach Wind Farm Ltd","T",TRUE,"Creag Riabhach Wind Farm","CREAGWF1",-20.137,93,"P",-0.030134,-8.055,-8.055,37.2,37.2,TRUE,FALSE,NA,NA,NA,92.4,0.599999999999994,93
51,"CRGHD-1","T_CRGHD-1",NA,NA,"Statkraft Markets Gmbh","T",FALSE,"Carraig Gheal Wind Farm","STATKRA1",-0.2,0,"P",-0.030134,-0.123,-0.123,0,0,FALSE,TRUE,NA,NA,NA,NA,NA,0
52,"CRGHW-1","T_CRGHW-1","48W00000CRGHW-1X","WIND","Statkraft Markets Gmbh","T",TRUE,"Carraig Gheal Wind Farm","STATKRA1",-0.2,46,"P",-0.030134,-0.08,-0.08,18.4,18.4,TRUE,FALSE,NA,NA,NA,46,0,46
53,"CRGTW-1","E_CRGTW-1",NA,"WIND","British Gas Trading Ltd","E",TRUE,"Craig 2 Wind Farm","BRITGAS",-0.2,4.7,"P",-0.0088069,-0.08,-0.08,1.88,1.88,TRUE,FALSE,"_N","South Scotland",NA,4,0.7,4
54,"CRMLW-1","T_CRMLW-1","48W00000CRMLW-1E","WIND","EDF Energy Customers Limited","T",TRUE,"Corriemoillie","LENCO",0,47.512,"C",-0.030134,0,0,19.005,19.005,TRUE,FALSE,NA,NA,NA,47.5,0.0120000000000005,47.512
55,"CRYRW-2","T_CRYRW-2","48W00000CRYRW-2L","WIND","Eneco Energy Trade","T",TRUE,"Crystal Rig II Windfarm","ENECOUK",-13.48,149.38,"P",-0.0088069,-5.392,-5.392,59.752,59.752,TRUE,FALSE,NA,NA,NA,149,0.379999999999995,149.38
56,"CRYRW-3","T_CRYRW-3",NA,"WIND","Eneco Energy Trade","T",TRUE,"Crystal Rig III","ENECOUK",-0.1,13.8,"P",-0.0088069,-0.04,-0.04,5.52,5.52,TRUE,FALSE,NA,NA,NA,13.8,0,13.8
57,"CRYRW-4","T_CRYRW-4",NA,NA,"Crystal Rig IV Limited","T",TRUE,"Crystal Rig IV Wind Farm","CRIVL",-0.5,48.2,"P",-0.0088069,-0.2,-0.2,19.28,19.28,TRUE,FALSE,NA,NA,NA,NA,NA,48.2
58,"CUMHW-1","T_CUMHW-1",NA,"WIND","EDF Energy Customers Limited","T",TRUE,"Cumberhead wind energy limited","LENCO",-2,52,"C",-0.0088069,-0.8,-0.8,20.8,20.8,TRUE,FALSE,NA,NA,NA,50,2,52
59,"DALQW-1","T_DALQW-1",NA,"WIND","Statkraft Markets Gmbh","T",TRUE,"Dalquhandy  Wind Farm","STATKRA1",-0.5,42.846,"P",-0.0088069,-0.2,-0.2,17.138,17.138,TRUE,FALSE,NA,NA,NA,42,0.845999999999997,42.846
60,"DALSW-1","E_DALSW-1","48W00000DALSW-1M","WIND","Mobius Renewables Gen. (GB)","E",TRUE,"Dalswinton Windfarm","AIRGEN",-0.14,30,"C",-0.0088069,-0.056,-0.056,12,12,TRUE,FALSE,"_N","South Scotland",NA,31,1,30
61,"DBAWO-1","T_DBAWO-1","48W00000DBAWO-1J","WIND","Doggerbank OWF Project 1","T",TRUE,"Dogger Bank A Offshore WF 1","DBNKOWF1",-1.32,302.4,"P",-0.0051169,-0.528,-0.528,120.96,120.96,TRUE,FALSE,NA,NA,NA,112,190.4,112
62,"DBAWO-2","T_DBAWO-2","48W00000DBAWO-2H","WIND","Doggerbank OWF Project 1","T",TRUE,"Dogger Bank A Offshore WF 2","DBNKOWF1",-1.35,304,"P",-0.0051169,-0.54,-0.54,121.6,121.6,TRUE,FALSE,NA,NA,NA,132,172,132
63,"DBAWO-3","T_DBAWO-3","48W00000DBAWO-3F","WIND","Doggerbank OWF Project 1","T",TRUE,"Dogger Bank A Offshore WF 3","DBNKOWF1",-1.79,302.8,"P",-0.0051169,-0.716,-0.716,121.12,121.12,TRUE,FALSE,NA,NA,NA,222,80.8,222
64,"DBAWO-4","T_DBAWO-4","48W00000DBAWO-4D","WIND","Doggerbank OWF Project 1","T",TRUE,"Dogger Bank A Offshore WF 4","DBNKOWF1",-1,152.6,"P",-0.0051169,-0.4,-0.4,61.04,61.04,TRUE,FALSE,NA,NA,NA,0,152.6,152.6
65,"DBAWO-5","T_DBAWO-5","48W00000DBAWO-5B","WIND","Doggerbank OWF Project 1","T",TRUE,"Dogger Bank A Offshore WF 5","DBNKOWF1",-1,138.2,"P",-0.0051169,-0.4,-0.4,55.28,55.28,TRUE,FALSE,NA,NA,NA,50,88.2,50
66,"DDGNO-1","T_DDGNO-1","48W00000DDGNO-1E","WIND","Dudgeon Offshore Wind Ltd","T",TRUE,"Dudgeon Generator BMU 1","DUDGEON",-1.818,108,"P",0.0042196,-0.727,-0.727,43.2,43.2,TRUE,FALSE,NA,NA,NA,106,2,108
67,"DDGNO-2","T_DDGNO-2","48W00000DDGNO-2C","WIND","Dudgeon Offshore Wind Ltd","T",TRUE,"Dudgeon Generator BMU 2","DUDGEON",-1.32,90,"P",0.0042196,-0.528,-0.528,36,36,TRUE,FALSE,NA,NA,NA,88,2,90
68,"DDGNO-3","T_DDGNO-3","48W00000DDGNO-3A","WIND","Dudgeon Offshore Wind Ltd","T",TRUE,"Dudgeon Generator BMU 3","DUDGEON",-1.816,102,"P",0.0042196,-0.726,-0.726,40.8,40.8,TRUE,FALSE,NA,NA,NA,107,5,102
69,"DDGNO-4","T_DDGNO-4","48W00000DDGNO-48","WIND","Dudgeon Offshore Wind Ltd","T",TRUE,"Dudgeon Generator BMU 4","DUDGEON",-1.4,102,"P",0.0042196,-0.56,-0.56,40.8,40.8,TRUE,FALSE,NA,NA,NA,102,0,102
70,"DNLWW-1","T_DNLWW-1",NA,"WIND","SP Renewables (UK) Limited","T",TRUE,"Dunlaw Extension","SPCRE01",-2,29.75,"P",-0.0088069,-0.8,-0.8,11.9,11.9,TRUE,FALSE,NA,NA,NA,30,0.25,29.75
71,"DOREW-1","T_DOREW-1",NA,"WIND","Dorenell Windfarm Limited","T",TRUE,"Dorenell Wind Farm One","DORWIND",-3.3,156.92,"P",-0.030134,-1.32,-1.32,62.768,62.768,TRUE,FALSE,NA,NA,NA,94,62.92,94
72,"DOREW-2","T_DOREW-2",NA,"WIND","Dorenell Windfarm Limited","T",TRUE,"Dorenell Wind Farm Two","DORWIND",-3.3,156.92,"P",-0.030134,-1.32,-1.32,62.768,62.768,TRUE,FALSE,NA,NA,NA,80,76.92,80
73,"DOUGW-1","T_DOUGW-1",NA,"WIND","Erova Energy Limited","T",TRUE,"T-DOUGW-1","EROVAIRL",-0.532,45,"P",-0.0088069,-0.213,-0.213,18,18,TRUE,FALSE,NA,NA,NA,45,0,45
74,"DRSLW-1","T_DRSLW-1","48W00000DRSLW-17","WIND","SP Renewables (UK) Limited","T",TRUE,"Dersalloch Windfarm","SPCRE01",-2.5,70.9,"P",-0.0088069,-1,-1,28.36,28.36,TRUE,FALSE,NA,NA,NA,69,1.90000000000001,70.9
75,"DUNGW-1","T_DUNGW-1","48W00000DUNGW-14","WIND","Dunmaglass Wind Farm Limited","T",TRUE,"Dunmglass Windfarm 1","DNMG",-2,100,"P",-0.030134,-0.8,-0.8,40,40,TRUE,FALSE,NA,NA,NA,94,6,100
76,"EAAO-1","T_EAAO-1","48W000000EAAO-1R","WIND","East Anglia One Limited","T",TRUE,"East Anglia One Offshore 1","EAOWIND",-6.6,358,"P",0.0042196,-2.64,-2.64,143.2,143.2,TRUE,FALSE,NA,NA,NA,342,16,358
77,"EAAO-2","T_EAAO-2","48W000000EAAO-2P","WIND","East Anglia One Limited","T",TRUE,"East Anglia One Offshore 2","EAOWIND",-7.5,367,"P",0.0042196,-3,-3,146.8,146.8,TRUE,FALSE,NA,NA,NA,342,25,367
78,"EDINW-1","T_EDINW-1","48W10000EDINW-1N","WIND","Vattenfall Wind Power Ltd","T",TRUE,"Edinbane Windfarm","VWPL",-0.34,41.4,"P",-0.030134,-0.136,-0.136,16.56,16.56,TRUE,FALSE,NA,NA,NA,41.4,0,41.4
79,"EWHLW-1","T_EWHLW-1","48W00000EWHLW-1U","WIND","SP Renewables (UK) Limited","T",TRUE,"Ewe Hill II Windfarm","SPCRE01",-2,38,"P",-0.0088069,-0.8,-0.8,15.2,15.2,TRUE,FALSE,NA,NA,NA,36.8,1.2,38
80,"FAARW-1","T_FARR-1","48W00000FAARW-13","WIND","Smartestenergy Limited","T",TRUE,"Farr Unit 1","SMARTEST",-14,92,"C",-0.030134,-5.6,-5.6,36.8,36.8,TRUE,FALSE,NA,NA,NA,46,46,46
81,"FAARW-2","T_FARR-2","48W00000FAARW-21","WIND","Smartestenergy Limited","T",TRUE,"Farr Unit 2","SMARTEST",-14,92,"C",-0.030134,-5.6,-5.6,36.8,36.8,TRUE,FALSE,NA,NA,NA,46,46,46
82,"FALGD-1","T_FALGD-1",NA,NA,"Fallago Rig Wind Farm Limited","T",FALSE,"Fallago Rig Demand","FALLAGO",-6,0,"C",-0.0088069,-0.58,-0.58,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,0
83,"FALGW-1","T_FALGW-1","48W00000FALGW-1T","WIND","Fallago Rig Wind Farm Limited","T",TRUE,"Fallago Rig Wind Farm","FALLAGO",-2.5,144,"P",-0.0088069,-1,-1,57.6,57.6,TRUE,FALSE,NA,NA,NA,144,0,144
84,"FSDLW-1","T_FSDLW-1","48W00000FSDLW-10","WIND","Freasdail Energy Limited","T",TRUE,"Freasdail Wind Farm","FEL",-0.4,22.2,"P",-0.030134,-0.16,-0.16,8.88,8.88,TRUE,FALSE,NA,NA,NA,22.2,0,22.2
85,"GAOFO-1","T_GANW-11","48W00000GAOFO-13","WIND","Galloper Offshore WindFarm Ltd","T",TRUE,"Galloper OSP 11","GALOWFL",-3,88,"P",0.0042196,-1.2,-1.2,35.2,35.2,TRUE,FALSE,NA,NA,NA,88,0,88
86,"GAOFO-2","T_GANW-22","48W00000GAOFO-21","WIND","Galloper Offshore WindFarm Ltd","T",TRUE,"Galloper OSP 22","GALOWFL",-3,385.82,"P",0.0042196,-1.2,-1.2,154.328,154.328,TRUE,FALSE,NA,NA,NA,88,297.82,88
87,"GAOFO-3","T_GANW-13","48W10000GAOFO-3N","WIND","Galloper Offshore WindFarm Ltd","T",TRUE,"Galloper OSP 13","GALOWFL",-3,88,"P",0.0042196,-1.2,-1.2,35.2,35.2,TRUE,FALSE,NA,NA,NA,88,0,88
88,"GAOFO-4","T_GANW-24","48W00000GAOFO-4Y","WIND","Galloper Offshore WindFarm Ltd","T",TRUE,"Galloper OSP 24","GALOWFL",-3,88,"P",0.0042196,-1.2,-1.2,35.2,35.2,TRUE,FALSE,NA,NA,NA,88,0,88
89,"GDSTW-1","E_GDSTW-1","48W00000GDSTW-14","WIND","Mobius Renewables Gen. (GB)","E",TRUE,"Gordonstown","AIRGEN",-0.088,13.289,"C",-0.030134,-0.035,-0.035,5.316,5.316,TRUE,FALSE,"_P","North Scotland",NA,13,0.289,13.289
90,"GFLDW-1","E_GFLDW-1","48W00000GFLDW-11",NA,"Edgware Energy Limited","E",TRUE,"Goole Fields Wind Farm","EDGWARE",-0.22,32.8,"C",-0.0051169,-0.088,-0.088,13.12,13.12,TRUE,FALSE,"_M","Yorkshire",NA,32,0.799999999999997,32.8
91,"GLCHW-1","E_GLCHW-1",NA,"WIND","ENGIE Power Limited","E",TRUE,"Glenchamber","RWETDL",0,27.44,"C",-0.0088069,0,0,10.976,10.976,TRUE,FALSE,"_N","South Scotland",NA,27,0.440000000000001,27.44
92,"GLNKW-1","T_GLNKW-1",NA,"WIND","EDF Energy Customers Limited","T",TRUE,"GLEN KYLLACHY WINDFARM","LENCO",-2,48.392,"C",-0.030134,-0.8,-0.8,19.357,19.357,TRUE,FALSE,NA,NA,NA,50,1.608,48.392
93,"GLOFW-1","E_GLOFW-1","48W00000GLOFW-15","WIND","Glens of Foudland Ltd","E",TRUE,"Glens of Foudland","GOFPOWER",-2,26.7,"C",-0.030134,-0.8,-0.8,10.68,10.68,TRUE,FALSE,"_P","North Scotland",NA,26,0.699999999999999,26.7
94,"GLWSW-1","T_GLWSW-1","48W00000GLWSW-13","WIND","GALAWHISTLE WIND FARM","T",TRUE,"Galawhistle Wind Farm","GALAWWF",-0.72,55.2,"P",-0.0088069,-0.288,-0.288,22.08,22.08,TRUE,FALSE,NA,NA,NA,55,0.200000000000003,55.2
95,"GNAPW-1","T_GNAPW-1","48W00000GNAPW-1P","WIND","SP Renewables (UK) Limited","T",TRUE,"Glen App Windfarm","SPCRE01",-2,22,"P",-0.0088069,-0.8,-0.8,8.8,8.8,TRUE,FALSE,NA,NA,NA,22,0,22
96,"GNFSW-1","T_GNFSW-1","48W00000GNFSW-1H","WIND","Gunfleet Sands Limited","T",TRUE,"Gunfleet Sands 1","DONG005",-2,108,"P",0.0042196,-0.8,-0.8,43.2,43.2,TRUE,FALSE,NA,NA,NA,100,8,108
97,"GNFSW-2","T_GNFSW-2","48W00000GNFSW-2F","WIND","Gunfleet Sands II Limited","T",TRUE,"Gunfleet Sands 2","DONG006",-4.383,64.48,"P",0.0042196,-1.753,-1.753,25.792,25.792,TRUE,FALSE,NA,NA,NA,86,21.52,86
98,"GORDW-1","T_GORDW-1","48W00000GORDW-1D","WIND","SSE Generation Ltd","T",TRUE,"Gordon Bush","SSEGEN",-0.6,86.764,"P",-0.030134,-0.24,-0.24,34.706,34.706,TRUE,FALSE,NA,NA,NA,84,2.764,86.764
99,"GORDW-2","T_GORDW-2",NA,"WIND","SSE Generation Ltd","T",TRUE,"Gordonbush WF Extension","SSEGEN",-0.6,58.733,"P",-0.030134,-0.24,-0.24,23.493,23.493,TRUE,FALSE,NA,NA,NA,37,21.733,37
100,"GRGBW-1","T_GRGBW-1","48W00000GRGBW-1V","WIND","Greater Gabbard Offshore Winds","T",TRUE,"Greater Gabbard Module 1","GGOWL",-5,240,"P",0.0042196,-2,-2,96,96,TRUE,FALSE,NA,NA,NA,167,73,167
101,"GRGBW-2","T_GRGBW-2","48W00000GRGBW-2T","WIND","Greater Gabbard Offshore Winds","T",TRUE,"Greater Gabbard Module 2","GGOWL",-5,240,"P",0.0042196,-2,-2,96,96,TRUE,FALSE,NA,NA,NA,168,72,168
102,"GRGBW-3","T_GRGBW-3","48W00000GRGBW-3R","WIND","Greater Gabbard Offshore Winds","T",TRUE,"Greater Gabbard Module 3","GGOWL",-5,240,"P",0.0042196,-2,-2,96,96,TRUE,FALSE,NA,NA,NA,168,72,168
103,"GRGRW-1","E_GRGRW-1",NA,"WIND","Greengairs East Wind Farm Ltd","E",TRUE,"Greengairs East WF-1","GEWF0422",-0.5,36,"P",-0.0088069,-0.2,-0.2,14.4,14.4,TRUE,FALSE,"_N","South Scotland",NA,36,0,36
104,"GRIFW-1","T_GRIFW-1","48W10000GRIFW-1N","WIND","Griffin Wind Farm Ltd","T",TRUE,"Griffin Wind Farm 1","GRWL",-3,102,"P",-0.030134,-1.2,-1.2,40.8,40.8,TRUE,FALSE,NA,NA,NA,102,0,102
105,"GRIFW-2","T_GRIFW-2","48W00000GRIFW-2Y","WIND","Griffin Wind Farm Ltd","T",TRUE,"Griffin Wind Farm 2","GRWL",-3,104,"P",-0.030134,-1.2,-1.2,41.6,41.6,TRUE,FALSE,NA,NA,NA,102,2,104
106,"GRIFWD-1","T_GRIFWD-1",NA,NA,"Griffin Wind Farm Ltd","T",FALSE,"Griffin Windfarm Demand BMU","GRWL",-1,0,"C",-0.030134,-0.506,-0.506,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,0
107,"GYMRD-16","T_GYMRD-16",NA,NA,"Gwynt y Mor Offshore Wind Farm","T",FALSE,"GyM Onshore non est Dem 16","GYMOWL",-1,0,"P",0.0013166,-1,-1,0,0,FALSE,TRUE,NA,NA,NA,NA,NA,0
108,"GYMRD-2","T_GYMRD-2",NA,NA,"Gwynt y Mor Offshore Wind Farm","T",FALSE,"GyM Onshore est Dem 2","GYMOWL",-1,0,"P",0.0013166,0,0,0,0,FALSE,TRUE,NA,NA,NA,NA,NA,0
109,"GYMRD-E10","T_GYMRD-E10",NA,NA,"Gwynt y Mor Offshore Wind Farm","T",FALSE,"GyM OSPE non est Dem 10","GYMOWL",-1,0,"P",0.0013166,-0.03,-0.03,0,0,FALSE,TRUE,NA,NA,NA,NA,NA,0
110,"GYMRD-E11","T_GYMRD-E11",NA,NA,"Gwynt y Mor Offshore Wind Farm","T",FALSE,"GyM OSPE est Dem 11","GYMOWL",-1,0,"P",0.0013166,-0.435,-0.435,0,0,FALSE,TRUE,NA,NA,NA,NA,NA,0
111,"GYMRD-W10","T_GYMRD-W10",NA,NA,"Gwynt y Mor Offshore Wind Farm","T",FALSE,"GyM OSPW non est Dem 10","GYMOWL",-1,0,"P",0.0013166,-0.024,-0.024,0,0,FALSE,TRUE,NA,NA,NA,NA,NA,0
112,"GYMRD-W11","T_GYMRD-W11",NA,NA,"Gwynt y Mor Offshore Wind Farm","T",FALSE,"GyM OSPW est Dem 11","GYMOWL",-1,0,"P",0.0013166,-0.549,-0.549,0,0,FALSE,TRUE,NA,NA,NA,NA,NA,0
113,"GYMRO-15","T_GYMR-15",NA,"WIND","Gwynt y Mor Offshore Wind Farm","T",TRUE,"GyM OSPE 15","GYMOWL",-3,148,"P",0.0013166,-1.2,-1.2,59.2,59.2,TRUE,FALSE,NA,NA,NA,140,8,148
114,"GYMRO-17","T_GYMR-17",NA,"WIND","Gwynt y Mor Offshore Wind Farm","T",TRUE,"GyM OSPE 17","GYMOWL",-3,148,"P",0.0013166,-1.2,-1.2,59.2,59.2,TRUE,FALSE,NA,NA,NA,141,7,148
115,"GYMRO-26","T_GYMR-26",NA,"WIND","Gwynt y Mor Offshore Wind Farm","T",TRUE,"GyM OSPW 26","GYMOWL",-3,148,"P",0.0013166,-1.2,-1.2,59.2,59.2,TRUE,FALSE,NA,NA,NA,143,5,148
116,"GYMRO-28","T_GYMR-28",NA,"WIND","Gwynt y Mor Offshore Wind Farm","T",TRUE,"GyM OSPW 28","GYMOWL",-3,148,"P",0.0013166,-1.2,-1.2,59.2,59.2,TRUE,FALSE,NA,NA,NA,142,6,148
117,"HADHW-1","T_HADHW-1","48W00000HADHW-1J","WIND","SSE Renewables Wind Farms","T",TRUE,"Hadyard Hill Wind Farm","SSERWFL",-0.66,130,"P",-0.0088069,-0.264,-0.264,52,52,TRUE,FALSE,NA,NA,NA,100,30,100
118,"HAHAW-1","T_HAHAW-1",NA,"WIND","HAGSHAW HILL REPOWERING LTD","T",TRUE,"Hagshaw Repower 1","HAGHWF",-0.25,28.5,"P",-0.0088069,-0.1,-0.1,11.4,11.4,TRUE,FALSE,NA,NA,NA,NA,NA,28.5
119,"HALSW-1","T_HALSW-1",NA,"WIND","SP Renewables (UK) Limited","T",TRUE,"Halsary Windfarm","SPCRE01",-1,30,"P",-0.030134,-0.4,-0.4,12,12,TRUE,FALSE,NA,NA,NA,28,2,30
120,"HBHDW-1","E_HBHDW-1","48W00000HBHDW-18","WIND","LDV Harburnhead Ltd","E",TRUE,"HARBURNHEADWF","HARBURN1",-0.22,51.7,"P",-0.0088069,-0.088,-0.088,20.68,20.68,TRUE,FALSE,"_N","South Scotland",NA,52,0.299999999999997,51.7
121,"HLGLW-1","E_HLGLW-1","48W00000HLGLW-1F","WIND","ENGIE Power Limited","E",TRUE,"Hill of Glaschyle","RWETDL",-0.4,28,"C",-0.030134,-0.16,-0.16,11.2,11.2,TRUE,FALSE,"_P","North Scotland",NA,27.6,0.399999999999999,28
122,"HLTWW-1","E_HLTWW-1","48W00000HLTWW-1U","WIND","ScottishPower Energy Retail","E",TRUE,"Hill of Towie","SPSUP01",-1,48,"P",-0.030134,-0.4,-0.4,19.2,19.2,TRUE,FALSE,"_P","North Scotland",NA,48,0,48
123,"HMGTO-1","T_HMGTO-1","48W00000HMGTO-10","WIND","RWE Renewables UK Humber Wind","T",TRUE,"Humber Offshore Wind Farm BMU1","HMBRWNDL",-6,108,"P",-0.0051169,-2.4,-2.4,43.2,43.2,TRUE,FALSE,NA,NA,NA,108,0,108
124,"HMGTO-2","T_HMGTO-2","48W00000HMGTO-2Z","WIND","RWE Renewables UK Humber Wind","T",TRUE,"Humber Offshore Wind Farm BMU2","HMBRWNDL",-6.2,111,"P",-0.0051169,-2.48,-2.48,44.4,44.4,TRUE,FALSE,NA,NA,NA,111,0,111
125,"HOWAO-1","T_HOWAO-1","48W00000HOWAO-1M","WIND","Hornsea 1 Limited","T",TRUE,"HORNSEA_1A","DONG013",-5.734,400,"P",-0.0051169,-2.294,-2.294,160,160,TRUE,FALSE,NA,NA,NA,398,2,400
126,"HOWAO-2","T_HOWAO-2","48W00000HOWAO-2K","WIND","Hornsea 1 Limited","T",TRUE,"HORNSEA_1B","DONG013",-7.26,400,"P",-0.0051169,-2.904,-2.904,160,160,TRUE,FALSE,NA,NA,NA,393,7,400
127,"HOWAO-3","T_HOWAO-3","48W00000HOWAO-3I","WIND","Hornsea 1 Limited","T",TRUE,"HORNSEA_1C","DONG013",-7.3,400,"P",-0.0051169,-2.92,-2.92,160,160,TRUE,FALSE,NA,NA,NA,396,4,400
128,"HOWBO-1","T_HOWBO-1","48W00000HOWBO-3H","WIND","Breesea Limited","T",TRUE,"HORNSEA_WF_2A","ORSTED01",-8.741,440,"P",-0.0051169,-3.496,-3.496,176,176,TRUE,FALSE,NA,NA,NA,437,3,440
129,"HOWBO-2","T_HOWBO-2","48W00000HOWBO-2F","WIND","Sonningmay Wind Limited","T",TRUE,"HORNSEA_WF_2B","ORSTED02",-5.805,440,"P",-0.0051169,-2.322,-2.322,176,176,TRUE,FALSE,NA,NA,NA,430,10,440
130,"HOWBO-3","T_HOWBO-3","48W00000HOWBO-3D","WIND","Soundmark Wind Limited","T",TRUE,"HORNSEA_WF_2C","ORSTED03",-5.346,440,"P",-0.0051169,-2.138,-2.138,176,176,TRUE,FALSE,NA,NA,NA,438,2,440
131,"HRHLW-1","E_HRHLW-1",NA,"WIND","SP Renewables (UK) Limited","E",TRUE,"Hare Hill Extension Windfarm","SPCRE01",-2,30,"P",-0.0088069,-0.8,-0.8,12,12,TRUE,FALSE,"_N","South Scotland",NA,29.75,0.25,30
