"waic","mean_log_cpo","mean_log_gcpo","Log.precision.for.the.Gaussian.observations.2.","Log.precision.for.ws.w_group","Log.precision.for.fcst_group","log.Range..for.spatial","log.Stdev..for.spatial","Group.rho_intern.for.spatial","Beta_intern.for.eta.1","tags"
-3202.12501927048,1.04420975650283,0.940821199468692,5.23654230097233,8.85385267697117,-0.989550062962395,2.11784586883426,-1.23912944784015,4.6929039587444,0.916317545292256,"Log precision for the Gaussian observations[2], Log precision for ws.w_group, Log precision for fcst_group, log(Range) for spatial, log(Stdev) for spatial, Group rho_intern for spatial, Beta_intern for eta.1"
