"waic","mean_log_cpo","mean_log_gcpo","intern.precision.parameter.for.the.beta.observations.2.","Log.precision.for.ws.w_group","Log.precision.for.t","Rho_intern.for.t","Group.rho_intern.for.t","Beta_intern.for.eta.1","tags"
-17281.706507287,-3.16975538711928,NA,4.54319176589617,3.17827438567544,-1.55421845490548,3.64007148674445,1.54244204039574,-0.937919552981726,"intern precision-parameter for the beta observations[2], Log precision for ws.w_group, Log precision for t, Rho_intern for t, Group rho_intern for t, Beta_intern for eta.1"
