"waic","mean_log_cpo","mean_log_gcpo","Log.precision.for.the.Gaussian.observations","Log.precision.for.ws.w_group","Log.precision.for.fcst_group","Log.precision.for.fd_group","Log.precision.for.hour","Log.precision.for.t","Intern.PACF1.for.t","Intern.PACF2.for.t","Group.rho_intern.for.t","tags"
-36170.4095916721,2.17272774068506,0.979178751611159,9.25725876626397,9.1341367064644,1.08979785004355,4.6531560372217,9.99142867819266,3.59831171029925,2.78912225493348,-0.165075982211694,1.16523560691694,"Log precision for the Gaussian observations, Log precision for ws.w_group, Log precision for fcst_group, Log precision for fd_group, Log precision for hour, Log precision for t, Intern PACF1 for t, Intern PACF2 for t, Group rho_intern for t"
