"waic","mean_log_cpo","mean_log_gcpo","intern.precision.parameter.for.the.beta.observations.2.","Log.precision.for.fcst_group","log.Range..for.spatial","log.Stdev..for.spatial","Group.rho_intern.for.spatial","Beta_intern.for.eta.1","tags"
-2526.19092394508,1.31839605458001,NA,3.2015727523263,-6.36190064528585,2.3960004306681,1.1203956168272,5.16960922650583,-0.597495586656067,"intern precision-parameter for the beta observations[2], Log precision for fcst_group, log(Range) for spatial, log(Stdev) for spatial, Group rho_intern for spatial, Beta_intern for eta.1"
