"waic","mean_log_cpo","mean_log_gcpo","intern.precision.parameter.for.the.beta.observations.2.","Log.precision.for.ws.w_group","Log.precision.for.fcst_group","log.Range..for.spatial","log.Stdev..for.spatial","Group.rho_intern.for.spatial","Beta_intern.for.eta.1","tags"
-3012.97843416061,0.892211481948239,NA,3.18039871438165,2.91041606014787,-1.14182735665399,2.06697895280565,1.26318196066135,5.01732929264129,-0.674048128733505,"intern precision-parameter for the beta observations[2], Log precision for ws.w_group, Log precision for fcst_group, log(Range) for spatial, log(Stdev) for spatial, Group rho_intern for spatial, Beta_intern for eta.1"
