"waic","mean_log_cpo","mean_log_gcpo","Log.precision.for.the.Gaussian.observations.2.","Log.precision.for.ws.w_group","Log.precision.for.t","Rho_intern.for.t","Group.rho_intern.for.t","Beta_intern.for.eta.1","tags"
-40667.8513115276,2.50988596937874,1.03285736607116,10.5211268858816,7.18158978794164,3.32956530579513,2.7744702919471,0.867404322262827,-0.670367712707875,"Log precision for the Gaussian observations[2], Log precision for ws.w_group, Log precision for t, Rho_intern for t, Group rho_intern for t, Beta_intern for eta.1"
