"waic","mean_log_cpo","mean_log_gcpo","Log.precision.for.the.Gaussian.observations.2.","Log.precision.for.ws.w_group","Beta_intern.for.eta.1","tags"
-26727.7725536966,0.512891759128473,0.512252059113461,3.86500525917049,6.28892400992722,1.20326412602401,"Log precision for the Gaussian observations[2], Log precision for ws.w_group, Beta_intern for eta.1"
