"waic","mean_log_cpo","mean_log_gcpo","intern.precision.parameter.for.the.beta.observations","Log.precision.for.fcst_group","log.Range..for.spatial","log.Stdev..for.spatial","Group.rho_intern.for.spatial","tags"
-11716.6170024562,0.827008852667591,NA,3.19367106646171,-6.43079204854043,2.53293686911061,1.64168402547259,5.08555333141647,"intern precision-parameter for the beta observations, Log precision for fcst_group, log(Range) for spatial, log(Stdev) for spatial, Group rho_intern for spatial"
