"waic","mean_log_cpo","mean_log_gcpo","Log.precision.for.the.Gaussian.observations.2.","Log.precision.for.fcst_group","Log.precision.for.t","Rho_intern.for.t","Group.rho_intern.for.t","Beta_intern.for.eta.1","tags"
-42095.7103890528,2.64040023359157,1.04250144320053,10.6754068562425,-2.78905600751377,3.25981452950443,2.88176996368987,1.18055016745874,-0.626400831921972,"Log precision for the Gaussian observations[2], Log precision for fcst_group, Log precision for t, Rho_intern for t, Group rho_intern for t, Beta_intern for eta.1"
