"waic","mean_log_cpo","mean_log_gcpo","Log.precision.for.the.Gaussian.observations","Log.precision.for.ws.w_group","log.Range..for.spatial","log.Stdev..for.spatial","Group.rho_intern.for.spatial","tags"
-60277.355919556,1.14680690253819,1.04451674163442,5.42207096131476,7.67676187754585,3.24193416491953,-0.989240139253508,4.79366115993334,"Log precision for the Gaussian observations, Log precision for ws.w_group, log(Range) for spatial, log(Stdev) for spatial, Group rho_intern for spatial"
