"waic","mean_log_cpo","mean_log_gcpo","intern.precision.parameter.for.the.beta.observations.2.","Log.precision.for.fcst_group","Log.precision.for.t","Intern.PACF1.for.t","Intern.PACF2.for.t","Group.rho_intern.for.t","Beta_intern.for.eta.1","tags"
-16871.5038425612,-1.46222370620832,NA,4.39909254194731,-5.90554306910846,-1.23027504838001,4.16942548922089,-0.920623982163535,2.38980696641664,1.11231309897339,"intern precision-parameter for the beta observations[2], Log precision for fcst_group, Log precision for t, Intern PACF1 for t, Intern PACF2 for t, Group rho_intern for t, Beta_intern for eta.1"
