"waic","mean_log_cpo","mean_log_gcpo","Log.precision.for.the.Gaussian.observations.2.","Log.precision.for.ws.w_group","Log.precision.for.fcst_group","Log.precision.for.hour","log.Range..for.spatial","log.Stdev..for.spatial","Group.rho_intern.for.spatial","Beta_intern.for.eta.1","tags"
-3201.65352777574,1.04424869462562,0.932615443960951,5.24310137606981,9.24184399134468,-0.803733606463942,10.4075887800446,2.09816502005655,-1.23927675694321,4.69364974207272,0.943899972144484,"Log precision for the Gaussian observations[2], Log precision for ws.w_group, Log precision for fcst_group, Log precision for hour, log(Range) for spatial, log(Stdev) for spatial, Group rho_intern for spatial, Beta_intern for eta.1"
