"waic","mean_log_cpo","mean_log_gcpo","Log.precision.for.the.Gaussian.observations.2.","Log.precision.for.ws.w_group","Log.precision.for.fcst_group","Log.precision.for.hour","Beta_intern.for.eta.1","tags"
-4930.7513077683,0.419780403550766,0.41575838981037,3.68673774104076,5.04060619245998,1.10187156593547,10.1790676222662,0.993540157849234,"Log precision for the Gaussian observations[2], Log precision for ws.w_group, Log precision for fcst_group, Log precision for hour, Beta_intern for eta.1"
