"waic","mean_log_cpo","mean_log_gcpo","Log.precision.for.the.Gaussian.observations.2.","Log.precision.for.ws.w_group","log.Range..for.spatial","log.Stdev..for.spatial","Group.rho_intern.for.spatial","Beta_intern.for.eta.1","tags"
-2352.32512144831,1.31625184221026,1.21701465110635,5.22116275758355,7.23858117447223,2.07930868218184,-1.14275131768481,4.62538185289322,-0.408566455102156,"Log precision for the Gaussian observations[2], Log precision for ws.w_group, log(Range) for spatial, log(Stdev) for spatial, Group rho_intern for spatial, Beta_intern for eta.1"
