"waic","mean_log_cpo","mean_log_gcpo","Log.precision.for.the.Gaussian.observations.2.","Log.precision.for.fcst_group","Beta_intern.for.eta.1","tags"
-4890.81874077791,0.416381802245103,0.414195667670093,3.67646528621117,-2.90914354485479,1.42207618089983,"Log precision for the Gaussian observations[2], Log precision for fcst_group, Beta_intern for eta.1"
