"waic","mean_log_cpo","mean_log_gcpo","Log.precision.for.the.Gaussian.observations.2.","Log.precision.for.ws.w_group","Log.precision.for.fcst_group","Log.precision.for.hour","Log.precision.for.t","Intern.PACF1.for.t","Intern.PACF2.for.t","Group.rho_intern.for.t","Beta_intern.for.eta.1","tags"
-32539.226840928,1.91155427025651,1.02262131952308,9.09245740954239,9.28305334705607,-1.95680951182369,10.0404876611379,3.58534948763264,2.95461550011168,-0.120599538169821,1.340422050821,0.346961246027984,"Log precision for the Gaussian observations[2], Log precision for ws.w_group, Log precision for fcst_group, Log precision for hour, Log precision for t, Intern PACF1 for t, Intern PACF2 for t, Group rho_intern for t, Beta_intern for eta.1"
