"waic","mean_log_cpo","mean_log_gcpo","intern.precision.parameter.for.the.beta.observations.2.","Log.precision.for.ws.w_group","Log.precision.for.fcst_group","Log.precision.for.hour","log.Range..for.spatial","log.Stdev..for.spatial","Group.rho_intern.for.spatial","Beta_intern.for.eta.1","tags"
-3012.05418698276,0.895198670863488,NA,3.18144239420391,3.40831424847568,-1.76901475586516,6.09288676753235,2.11862725219198,1.205153904989,5.00407449132819,-0.618644618822674,"intern precision-parameter for the beta observations[2], Log precision for ws.w_group, Log precision for fcst_group, Log precision for hour, log(Range) for spatial, log(Stdev) for spatial, Group rho_intern for spatial, Beta_intern for eta.1"
