"waic","mean_log_cpo","mean_log_gcpo","Log.precision.for.the.Gaussian.observations.2.","Log.precision.for.fcst_group","log.Range..for.spatial","log.Stdev..for.spatial","Group.rho_intern.for.spatial","Beta_intern.for.eta.1","tags"
-2359.00700708595,1.31987166881625,1.21486736088501,5.23508686243431,0.54796050958518,2.43552933208021,-1.41982328845118,4.63466065816066,-0.171481519821648,"Log precision for the Gaussian observations[2], Log precision for fcst_group, log(Range) for spatial, log(Stdev) for spatial, Group rho_intern for spatial, Beta_intern for eta.1"
