"waic","mean_log_cpo","mean_log_gcpo","Log.precision.for.the.Gaussian.observations.2.","Log.precision.for.ws.w_group","Log.precision.for.fcst_group","Log.precision.for.hour","Log.precision.for.t","Rho_intern.for.t","Group.rho_intern.for.t","Beta_intern.for.eta.1","tags"
-38074.7183498526,2.31914900684909,1.0331763480843,10.0003768356833,8.96994041472198,-3.26953187775257,9.5856204798993,3.5955892061879,2.94863049512403,1.28041234898718,0.402466228883927,"Log precision for the Gaussian observations[2], Log precision for ws.w_group, Log precision for fcst_group, Log precision for hour, Log precision for t, Rho_intern for t, Group rho_intern for t, Beta_intern for eta.1"
