"waic","mean_log_cpo","mean_log_gcpo","intern.precision.parameter.for.the.beta.observations.2.","Log.precision.for.ws.w_group","Beta_intern.for.eta.1","tags"
-2537.01233315847,0.215986554501014,NA,1.09364017082089,0.36459133551467,-1.04323961940713,"intern precision-parameter for the beta observations[2], Log precision for ws.w_group, Beta_intern for eta.1"
