"waic","mean_log_cpo","mean_log_gcpo","intern.precision.parameter.for.the.beta.observations.2.","Log.precision.for.ws.w_group","Log.precision.for.fcst_group","Log.precision.for.t","Intern.PACF1.for.t","Intern.PACF2.for.t","Group.rho_intern.for.t","Beta_intern.for.eta.1","tags"
-16975.7077959658,-1.5674438597551,NA,4.42559850156524,4.09790721201967,5.61668663031022,-1.18403447535903,4.07391901138067,-0.851825114684916,2.16983899118733,0.842674333351872,"intern precision-parameter for the beta observations[2], Log precision for ws.w_group, Log precision for fcst_group, Log precision for t, Intern PACF1 for t, Intern PACF2 for t, Group rho_intern for t, Beta_intern for eta.1"
