"waic","mean_log_cpo","mean_log_gcpo","intern.precision.parameter.for.the.beta.observations.2.","Log.precision.for.fcst_group","Log.precision.for.t","Rho_intern.for.t","Group.rho_intern.for.t","Beta_intern.for.eta.1","tags"
-17177.7641206456,-3.04844973194595,NA,4.49997576624995,-8.84458592401658,-1.51659498753932,3.59432999411991,1.79844186696806,-0.90594209117529,"intern precision-parameter for the beta observations[2], Log precision for fcst_group, Log precision for t, Rho_intern for t, Group rho_intern for t, Beta_intern for eta.1"
