"waic","mean_log_cpo","mean_log_gcpo","intern.precision.parameter.for.the.beta.observations.2.","Log.precision.for.fcst_group","Beta_intern.for.eta.1","tags"
-2409.8944550297,0.205172046663622,NA,1.08316299677636,-7.78897418982668,-0.797067414775279,"intern precision-parameter for the beta observations[2], Log precision for fcst_group, Beta_intern for eta.1"
