"waic","mean_log_cpo","mean_log_gcpo","Log.precision.for.the.Gaussian.observations.2.","Log.precision.for.ws.w_group","Log.precision.for.t","Rho_intern.for.t","Group.rho_intern.for.t","Beta_intern.for.eta.1","tags"
-92749.5060817584,1.52510651424173,1.08186727918019,7.58192283858521,1.68288571312851,3.65777010761561,2.50777928388644,0.949924274512155,-0.849798972309221,"Log precision for the Gaussian observations[2], Log precision for ws.w_group, Log precision for t, Rho_intern for t, Group rho_intern for t, Beta_intern for eta.1"
