"waic","mean_log_cpo","mean_log_gcpo","intern.precision.parameter.for.the.beta.observations.2.","Log.precision.for.fcst_group","Log.precision.for.hour","Log.precision.for.t","Intern.PACF1.for.t","Intern.PACF2.for.t","Group.rho_intern.for.t","Beta_intern.for.eta.1","tags"
-16844.0194989046,-1.31900773615797,NA,4.39870464141033,-5.642499216275,7.31884411218236,-1.22990253828367,4.18815122644728,-0.922867680628075,2.38162180119756,1.18213818295015,"intern precision-parameter for the beta observations[2], Log precision for fcst_group, Log precision for hour, Log precision for t, Intern PACF1 for t, Intern PACF2 for t, Group rho_intern for t, Beta_intern for eta.1"
