"waic","mean_log_cpo","mean_log_gcpo","Log.precision.for.the.Gaussian.observations.2.","Log.precision.for.ws.w_group","Beta_intern.for.eta.1","tags"
-4965.360453625,0.42022543664259,0.415956540285585,3.6852777504847,4.41603748128008,1.36501609017668,"Log precision for the Gaussian observations[2], Log precision for ws.w_group, Beta_intern for eta.1"
