"waic","mean_log_cpo","mean_log_gcpo","intern.precision.parameter.for.the.beta.observations","Log.precision.for.ws.w_group","log.Range..for.spatial","log.Stdev..for.spatial","Group.rho_intern.for.spatial","tags"
-11650.484123805,0.83866588251737,NA,3.17263448954782,3.75005073200652,2.21525460106005,1.81422007306031,5.04369122011688,"intern precision-parameter for the beta observations, Log precision for ws.w_group, log(Range) for spatial, log(Stdev) for spatial, Group rho_intern for spatial"
