"waic","mean_log_cpo","mean_log_gcpo","Log.precision.for.the.Gaussian.observations","Log.precision.for.ws.w_group","log.Range..for.spatial","log.Stdev..for.spatial","Group.rho_intern.for.spatial","tags"
-12553.7161892018,1.04827168224865,0.977684137129673,5.21533382557635,7.01876523585443,2.17404611516953,-0.52697546449909,4.67227571346302,"Log precision for the Gaussian observations, Log precision for ws.w_group, log(Range) for spatial, log(Stdev) for spatial, Group rho_intern for spatial"
