"waic","mean_log_cpo","mean_log_gcpo","intern.precision.parameter.for.the.beta.observations.2.","Log.precision.for.ws.w_group","log.Range..for.spatial","log.Stdev..for.spatial","Group.rho_intern.for.spatial","Beta_intern.for.eta.1","tags"
-2512.06062899357,1.3284429954007,NA,3.17914849887067,3.47412935810946,2.13617905132035,1.27751188932483,5.16368153156795,-0.527948572555529,"intern precision-parameter for the beta observations[2], Log precision for ws.w_group, log(Range) for spatial, log(Stdev) for spatial, Group rho_intern for spatial, Beta_intern for eta.1"
