"waic","mean_log_cpo","mean_log_gcpo","intern.precision.parameter.for.the.beta.observations","Log.precision.for.ws.w_group","Log.precision.for.fcst_group","Log.precision.for.fd_group","Log.precision.for.hour","Log.precision.for.t","Intern.PACF1.for.t","Intern.PACF2.for.t","Group.rho_intern.for.t","tags"
-17166.4479438139,-1.78977140537277,NA,4.47805223893522,3.32428518466316,8.18881499765508,4.52436363334612,7.03631554727763,-1.16691802035042,3.71653071974466,-0.780372452111524,1.95352975069394,"intern precision-parameter for the beta observations, Log precision for ws.w_group, Log precision for fcst_group, Log precision for fd_group, Log precision for hour, Log precision for t, Intern PACF1 for t, Intern PACF2 for t, Group rho_intern for t"
